"Workout #";"Date";"Workout Name";"Duration (sec)";"Exercise Name";"Set Order";"Weight (kg)";"Reps";"RPE";"Distance (meters)";"Seconds";"Notes";"Workout Notes"
"18";"2025-04-15 19:04:43";"Push";"3528";"Incline Bench Press (Barbell)";"1";"43.09124";"10";"";"";"";"";""
"18";"2025-04-15 19:04:43";"Push";"3528";"Incline Bench Press (Barbell)";"2";"43.09124";"10";"";"";"";"";""
"18";"2025-04-15 19:04:43";"Push";"3528";"Incline Bench Press (Barbell)";"3";"43.09124";"10";"";"";"";"";""
"18";"2025-04-15 19:04:43";"Push";"3528";"Incline Bench Press (Barbell)";"4";"43.09124";"10";"";"";"";"";""
"18";"2025-04-15 19:04:43";"Push";"3528";"Cable Crossover";"1";"15.87572";"10";"";"";"";"";""
"18";"2025-04-15 19:04:43";"Push";"3528";"Cable Crossover";"2";"18.14368";"10";"";"";"";"";""
"18";"2025-04-15 19:04:43";"Push";"3528";"Cable Crossover";"3";"18.14368";"10";"";"";"";"";""
"18";"2025-04-15 19:04:43";"Push";"3528";"Triceps Pushdown (Cable - Straight Bar)";"1";"63.50288";"7";"";"";"";"";""
"18";"2025-04-15 19:04:43";"Push";"3528";"Triceps Pushdown (Cable - Straight Bar)";"2";"63.50288";"7";"";"";"";"";""
"18";"2025-04-15 19:04:43";"Push";"3528";"Triceps Pushdown (Cable - Straight Bar)";"3";"63.50288";"7";"";"";"";"";""
"18";"2025-04-15 19:04:43";"Push";"3528";"Triceps Pushdown (Cable - Straight Bar)";"4";"63.50288";"7";"";"";"";"";""
"18";"2025-04-15 19:04:43";"Push";"3528";"Hanging Leg Raise";"1";"0.0";"11";"";"";"";"";""
"18";"2025-04-15 19:04:43";"Push";"3528";"Hanging Leg Raise";"2";"0.0";"11";"";"";"";"";""
"18";"2025-04-15 19:04:43";"Push";"3528";"Hanging Leg Raise";"3";"0.0";"10";"";"";"";"";""
"18";"2025-04-15 19:04:43";"Push";"3528";"Shrug (Dumbbell)";"1";"24.94756";"10";"";"";"";"";""
"18";"2025-04-15 19:04:43";"Push";"3528";"Shrug (Dumbbell)";"2";"18.14368";"8";"";"";"";"";""
"18";"2025-04-15 19:04:43";"Push";"3528";"Shrug (Dumbbell)";"3";"15.87572";"10";"";"";"";"";""
"19";"2025-04-16 19:08:36";"Pull";"3320";"Ohio State";"1";"11.3398";"12";"";"";"";"";""
"19";"2025-04-16 19:08:36";"Pull";"3320";"Ohio State";"2";"11.3398";"10";"";"";"";"";""
"19";"2025-04-16 19:08:36";"Pull";"3320";"Ohio State";"3";"11.3398";"10";"";"";"";"";""
"19";"2025-04-16 19:08:36";"Pull";"3320";"Pull Up";"1";"0.0";"4";"";"";"";"";""
"19";"2025-04-16 19:08:36";"Pull";"3320";"Pull Up";"2";"0.0";"3";"";"";"";"";""
"19";"2025-04-16 19:08:36";"Pull";"3320";"Pull Up";"3";"0.0";"4";"";"";"";"";""
"19";"2025-04-16 19:08:36";"Pull";"3320";"Concentration Curl (Dumbbell)";"1";"11.3398";"10";"";"";"";"";""
"19";"2025-04-16 19:08:36";"Pull";"3320";"Concentration Curl (Dumbbell)";"2";"11.3398";"10";"";"";"";"";""
"19";"2025-04-16 19:08:36";"Pull";"3320";"Concentration Curl (Dumbbell)";"3";"11.3398";"10";"";"";"";"";""
"19";"2025-04-16 19:08:36";"Pull";"3320";"Iso-Lateral Row (Machine)";"1";"27.215519999999998";"10";"";"";"";"";""
"19";"2025-04-16 19:08:36";"Pull";"3320";"Iso-Lateral Row (Machine)";"2";"27.215519999999998";"9";"";"";"";"";""
"19";"2025-04-16 19:08:36";"Pull";"3320";"Iso-Lateral Row (Machine)";"3";"27.215519999999998";"8";"";"";"";"";""
"20";"2025-04-17 18:59:45";"Push";"5773";"Bench Press (Barbell)";"1";"61.23492";"6";"";"";"";"";""
"20";"2025-04-17 18:59:45";"Push";"5773";"Bench Press (Barbell)";"2";"61.23492";"7";"";"";"";"";""
"20";"2025-04-17 18:59:45";"Push";"5773";"Bench Press (Barbell)";"3";"61.23492";"6";"";"";"";"";""
"20";"2025-04-17 18:59:45";"Push";"5773";"Bench Press (Barbell)";"4";"61.23492";"6";"";"";"";"";""
"20";"2025-04-17 18:59:45";"Push";"5773";"Barbell Wrist Curl";"1";"20.41164";"10";"";"";"";"";""
"20";"2025-04-17 18:59:45";"Push";"5773";"Triceps Pushdown (Cable - Straight Bar)";"1";"63.50288";"7";"";"";"";"";""
"20";"2025-04-17 18:59:45";"Push";"5773";"Triceps Pushdown (Cable - Straight Bar)";"2";"63.50288";"8";"";"";"";"";""
"20";"2025-04-17 18:59:45";"Push";"5773";"Triceps Pushdown (Cable - Straight Bar)";"3";"63.50288";"8";"";"";"";"";""
"20";"2025-04-17 18:59:45";"Push";"5773";"Triceps Pushdown (Cable - Straight Bar)";"4";"63.50288";"7";"";"";"";"";""
"20";"2025-04-17 18:59:45";"Push";"5773";"Shrug (Dumbbell)";"1";"18.14368";"10";"";"";"";"";""
"20";"2025-04-17 18:59:45";"Push";"5773";"Shrug (Dumbbell)";"2";"18.14368";"10";"";"";"";"";""
"20";"2025-04-17 18:59:45";"Push";"5773";"Shrug (Dumbbell)";"3";"18.14368";"10";"";"";"";"";""
"20";"2025-04-17 18:59:45";"Push";"5773";"Shoulder Press (Plate Loaded)";"1";"20.41164";"10";"";"";"";"";""
"20";"2025-04-17 18:59:45";"Push";"5773";"Shoulder Press (Plate Loaded)";"2";"20.41164";"11";"";"";"";"";""
"20";"2025-04-17 18:59:45";"Push";"5773";"Shoulder Press (Plate Loaded)";"3";"20.41164";"11";"";"";"";"";""
